Detector,Keypoints,Descriptor,Matcher,Descriptor Type,Selector,Detector time,Descriptor time,Total time
AKAZE,177,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0480036,0.0370757,0.0850793
AKAZE,179,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0454431,0.0370262,0.0824693
AKAZE,157,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.0469184,0.0477994,0.0947178
AKAZE,161,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.0482949,0.0423332,0.0906281
AKAZE,155,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.0488819,0.0460757,0.0949576
AKAZE,163,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.0475617,0.0453703,0.092932
AKAZE,164,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.047909,0.0457911,0.0937001
AKAZE,173,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.047092,0.0432523,0.0903443
AKAZE,175,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.0475477,0.043016,0.0905637
AKAZE,177,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.0482584,0.0430612,0.0913196
AKAZE,179,AKAZE,MAT_BF,DES_BINARY,SEL_KNN,0.0513496,0.0420667,0.0934163
AKAZE,157,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0505635,0.0189996,0.0695631
AKAZE,161,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0508274,0.0213248,0.0721522
AKAZE,155,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0523841,0.0207092,0.0730933
AKAZE,163,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0522405,0.0211553,0.0733958
AKAZE,164,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0572854,0.019636,0.0769214
AKAZE,173,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0521964,0.019405,0.0716014
AKAZE,175,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0516385,0.0199564,0.0715949
AKAZE,177,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.048836,0.0193939,0.0682299
AKAZE,179,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0507168,0.0200012,0.070718
SIFT,132,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.082265,0.253832,0.336097
SIFT,124,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.0836357,0.257357,0.3409927
SIFT,137,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.0815128,0.25378,0.3352928
SIFT,134,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.0827622,0.255998,0.3387602
SIFT,140,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.0821745,0.254583,0.3367575
SIFT,137,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.080924,0.253604,0.334528
SIFT,148,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.0862466,0.254186,0.3404326
SIFT,159,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.0842816,0.255475,0.3397566
SIFT,137,BRISK,MAT_BF,DES_BINARY,SEL_KNN,0.0846735,0.254394,0.3390675
SIFT,132,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.0843492,0.000710944,0.085060144
SIFT,124,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.0923122,0.000700549,0.093012749
SIFT,137,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.0836304,0.00072702,0.08435742
SIFT,134,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.0808283,0.000740214,0.081568514
SIFT,140,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.0824201,0.000728992,0.083149092
SIFT,137,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.0817719,0.000750377,0.082522277
SIFT,148,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.0838128,0.000737274,0.084550074
SIFT,159,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.0817244,0.000781425,0.082505825
SIFT,137,BRIEF,MAT_BF,DES_BINARY,SEL_KNN,0.086257,0.000704314,0.086961314
SIFT,132,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0831359,0.0376332,0.1207691
SIFT,124,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0844811,0.0364192,0.1209003
SIFT,137,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0827904,0.0366772,0.1194676
SIFT,134,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0837782,0.036647,0.1204252
SIFT,140,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0818583,0.0367017,0.11856
SIFT,137,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0842367,0.0372002,0.1214369
SIFT,148,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0830719,0.0364448,0.1195167
SIFT,159,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0812767,0.0369276,0.1182043
SIFT,137,FREAK,MAT_BF,DES_BINARY,SEL_KNN,0.0831015,0.0368674,0.1199689
SIFT,132,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0824044,0.0623481,0.1447525
SIFT,124,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0824911,0.0629872,0.1454783
SIFT,137,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0836076,0.0645619,0.1481695
SIFT,134,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0822757,0.0627374,0.1450131
SIFT,140,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0829602,0.0628454,0.1458056
SIFT,137,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0815799,0.0628427,0.1444226
SIFT,148,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0835609,0.0625625,0.1461234
SIFT,159,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0819047,0.0625323,0.144437
SIFT,137,SIFT,MAT_BF,DES_HOG,SEL_KNN,0.0835755,0.0620237,0.1455992
